Moneyness,TheoryPrice,ExpVal,Label,ExpVal_Mitigated
0.9,0.05091222078817559,0.10439999999999999,m0.9_rep11,0.10517797200911938
1.1,0.17662953740590448,0.2252,m1.1_rep5,0.22698312495368628
1.2,0.26169043946847315,0.27320000000000005,m1.2_rep5,0.2754138203542186
1.2,0.26169043946847315,0.3084,m1.2_rep12,0.3109409848529394
1.2,0.26169043946847315,0.30800000000000005,m1.2_rep9,0.31053721324711436
1.1,0.17662953740590448,0.20880000000000004,m1.1_rep14,0.21044005191822163
1.0,0.10450583572185568,0.17920000000000003,m1.0_rep9,0.18058708215454583
0.8,0.01859419572812185,0.08400000000000007,m0.8_rep7,0.08461934591663312
0.9,0.05091222078817559,0.13119999999999998,m0.9_rep1,0.13219124397441678
1.1,0.17662953740590448,0.21439999999999992,m1.1_rep8,0.21608867247052876
1.1,0.17662953740590448,0.21280000000000004,m1.1_rep10,0.21447475615994077
1.1,0.17662953740590448,0.24760000000000004,m1.1_rep1,0.24958189991741625
1.2,0.26169043946847315,0.3168000000000001,m1.2_rep1,0.3194204744652371
0.8,0.01859419572812185,0.024799999999999933,m0.8_rep14,0.024977194210254183
1.0,0.10450583572185568,0.20039999999999997,m1.0_rep3,0.20196757537562932
0.9,0.05091222078817559,0.12159999999999993,m0.9_rep13,0.12251421084244307
1.2,0.26169043946847315,0.33240000000000003,m1.2_rep15,0.3351695461804345
1.0,0.10450583572185568,0.16599999999999993,m1.0_rep7,0.16727645315876383
0.9,0.05091222078817559,0.11200000000000004,m0.9_rep12,0.11283788902877218
1.0,0.10450583572185568,0.16199999999999992,m1.0_rep2,0.16324319487488909
1.0,0.10450583572185568,0.19119999999999987,m1.0_rep13,0.19268882174252272
0.8,0.01859419572812185,0.057599999999999985,m0.8_rep15,0.05801883097857452
1.1,0.17662953740590448,0.2308,m1.1_rep6,0.2326324551545506
0.8,0.01859419572812185,0.057999999999999996,m0.8_rep6,0.05842182897392323
0.9,0.05091222078817559,0.07920000000000005,m0.9_rep10,0.07978248875913097
0.9,0.05091222078817559,0.09160000000000001,m0.9_rep7,0.09227806661573773
0.9,0.05091222078817559,0.11399999999999993,m0.9_rep15,0.11485373075142147
1.1,0.17662953740590448,0.21119999999999994,m1.1_rep3,0.21286085962890589
1.0,0.10450583572185568,0.12959999999999994,m1.0_rep11,0.13057835571865478
0.9,0.05091222078817559,0.09919999999999995,m0.9_rep14,0.0999372329701313
1.1,0.17662953740590448,0.22960000000000003,m1.1_rep15,0.23142186399587017
0.9,0.05091222078817559,0.10959999999999992,m0.9_rep5,0.11041891970964812
0.8,0.01859419572812185,0.08800000000000008,m0.8_rep3,0.08865019599752427
1.0,0.10450583572185568,0.16199999999999998,m1.0_rep5,0.16324319487488909
1.2,0.26169043946847315,0.29560000000000003,m1.2_rep13,0.2980209072756543
