Moneyness,TheoryPrice,ExpVal,Label,ExpVal_Mitigated
1.1,0.17662953740590448,0.24639999999999995,m1.1_rep9,0.24837115294856865
0.8,0.01859419572812185,0.062000000000000055,m0.8_rep1,0.06245187679977243
1.2,0.26169043946847315,0.2568000000000001,m1.2_rep4,0.2588646631348173
1.1,0.17662953740590448,0.24080000000000007,m1.1_rep7,0.24272114759203706
0.8,0.01859419572812185,0.03839999999999999,m0.8_rep4,0.03867637830525911
1.0,0.10450583572185568,0.1524000000000001,m1.0_rep6,0.15356387906711522
1.1,0.17662953740590448,0.2311999999999999,m1.1_rep11,0.23303598801372521
1.0,0.10450583572185568,0.19280000000000003,m1.0_rep12,0.19430247105981602
1.0,0.10450583572185568,0.16920000000000002,m1.0_rep4,0.1705031487457378
1.2,0.26169043946847315,0.27279999999999993,m1.2_rep6,0.2750101576332415
0.8,0.01859419572812185,0.04239999999999999,m0.8_rep13,0.042705821512549924
0.9,0.05091222078817559,0.1048,m0.9_rep3,0.105581114423976
0.8,0.01859419572812185,0.02200000000000002,m0.8_rep5,0.0221569509779474
0.8,0.01859419572812185,0.05960000000000004,m0.8_rep11,0.060033833295634276
1.2,0.26169043946847315,0.2568,m1.2_rep14,0.2588646631348171
0.8,0.01859419572812185,0.022399999999999975,m0.8_rep12,0.02255983916768367
0.9,0.05091222078817559,0.12519999999999998,m0.9_rep2,0.12614301490510688
1.0,0.10450583572185568,0.14080000000000004,m1.0_rep10,0.14186898850313073
1.1,0.17662953740590448,0.25039999999999996,m1.1_rep12,0.25240701946340366
0.9,0.05091222078817559,0.10199999999999998,m0.9_rep6,0.10275914344813747
0.8,0.01859419572812185,0.056400000000000006,m0.8_rep10,0.05680984439662745
1.2,0.26169043946847315,0.2884,m1.2_rep2,0.29075392047989146
1.2,0.26169043946847315,0.3412,m1.2_rep10,0.3440544685415228
1.2,0.26169043946847315,0.3448,m1.2_rep11,0.3476893822116303
0.9,0.05091222078817559,0.08959999999999996,m0.9_rep9,0.09026257059419518
0.8,0.01859419572812185,0.03600000000000003,m0.8_rep9,0.03625877160116314
0.9,0.05091222078817559,0.08279999999999998,m0.9_rep8,0.08341011496331524
0.8,0.01859419572812185,0.004799999999999971,m0.8_rep8,0.00483392565035623
0.9,0.05091222078817559,0.06879999999999997,m0.9_rep4,0.0693032413287139
1.0,0.10450583572185568,0.16360000000000008,m1.0_rep1,0.1648564833621115
1.2,0.26169043946847315,0.3172,m1.2_rep7,0.31982427329915786
1.2,0.26169043946847315,0.2696,m1.2_rep3,0.27178090039963887
0.8,0.01859419572812185,0.08440000000000003,m0.8_rep2,0.08502242536985355
1.1,0.17662953740590448,0.252,m1.1_rep2,0.25402140069819595
1.0,0.10450583572185568,0.15879999999999994,m1.0_rep8,0.16001667720412077
1.1,0.17662953740590448,0.25079999999999997,m1.1_rep4,0.25281061291695295
1.0,0.10450583572185568,0.1720000000000001,m1.0_rep14,0.17332657225339876
1.1,0.17662953740590448,0.18319999999999997,m1.1_rep13,0.1846208717684697
1.2,0.26169043946847315,0.35999999999999993,m1.2_rep8,0.36303790115688056
1.0,0.10450583572185568,0.20880000000000004,m1.0_rep15,0.21044005191822163
